,Date_ID,Total_Value_Binned_Encoded,Month,NumberOfDaysInMonth,Quarter,Year,LeapYear,Minimum Temperature,Maximum Temperature,Barley,Canola,Durum,Flaxseed,Oats,Rye,Wheat,Avena sativa,Brassica napus,Hordeum,Linum usitatissimum,Secale,Triticum,Brassicaceae,Grass,Linaceae,Mean_Temp_Binned_Encoded,Min_Temp_Binned_Encoded,Max_Temp_Binned_Encoded,Mean_Diff_from_Normal_Binned_Encoded,Snowfall_Binned_Encoded,Percent_of_Normal_Snowfall_Binned_Encoded,Total_Precip_Binned_Encoded,Percent_of_Normal_Precip_Binned_Encoded,Snow_on_Ground_Binned_Encoded,Days_with_Precip_Binned_Encoded,Heating_Degree_Days_Binned_Encoded,Cooling_Degree_Days_Binned_Encoded,Mean_Temp_Rolling_Average_Binned_Encoded,Min_Temp_Rolling_Average_Binned_Encoded,Max_Temp_Rolling_Average_Binned_Encoded,Mean_Diff_from_Normal_Rolling_Average_Binned_Encoded,Snowfall_Rolling_Average_Binned_Encoded,Percent_of_Normal_Snowfall_Rolling_Average_Binned_Encoded,Total_Precip_Rolling_Average_Binned_Encoded,Percent_of_Normal_Precip_Rolling_Average_Binned_Encoded,Snow_on_Ground_Rolling_Average_Binned_Encoded,Days_with_Precip_Rolling_Average_Binned_Encoded,Heating_Degree_Days_Rolling_Average_Binned_Encoded,Cooling_Degree_Days_Rolling_Average_Binned_Encoded,Area_Binned_Encoded,Land_Binned_Encoded,LandOfArea_Percent_Binned_Encoded,Freshwater_Binned_Encoded,FreshwaterOfArea_Percent_Binned_Encoded,Alberta,Atlantic,British Columbia,Canada,Manitoba,New Brunswick,Newfoundland and Labrador,Northwest Territories,Nova Scotia,Nunavut,Ontario,Prairies,Prince Edward Island,Quebec,Saskatchewan,Territories,Yukon,Atlantic_Region,British Columbia_Region,Canada_Region,Prairies_Region,Territories_Region
78,78,1,7,31,3,2007,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,36,38,32,10,0,0,37,25,0,37,3,17,40,40,40,30,0,0,24,8,0,21,0,26,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
79,79,1,8,31,3,2007,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,34,33,33,11,0,0,36,27,0,36,6,16,34,34,34,9,5,0,23,13,0,28,7,20,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
80,80,1,9,30,3,2007,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,29,28,29,24,2,2,33,15,0,24,11,12,28,28,28,17,10,9,19,10,5,22,12,14,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
81,81,1,10,31,4,2007,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,24,23,22,35,6,2,37,31,2,33,17,5,23,23,21,34,14,5,31,21,8,26,18,8,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
82,82,1,11,30,4,2007,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,13,14,13,8,30,27,34,21,18,38,27,0,13,12,12,15,28,25,18,10,20,31,26,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
83,83,1,12,31,4,2007,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,5,8,5,7,32,28,36,34,26,40,35,0,3,7,0,5,39,33,32,30,29,38,37,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
84,84,1,1,31,1,2008,1,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,5,4,8,37,31,16,29,25,25,37,36,0,2,0,4,23,33,21,14,14,30,28,38,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
85,85,1,2,29,1,2008,1,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,4,5,5,17,32,27,31,35,26,38,35,0,2,2,4,4,38,31,8,31,33,19,36,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
86,86,1,3,31,1,2008,1,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,7,8,5,3,32,29,35,37,26,38,34,0,11,10,10,6,37,32,12,20,33,23,30,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
87,87,1,4,30,2,2008,1,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,20,19,20,30,15,14,26,18,9,19,20,1,19,18,20,7,21,29,3,16,14,2,21,3,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
88,88,1,5,31,2,2008,1,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,24,24,22,8,5,2,28,16,0,35,16,1,25,25,25,9,12,6,12,8,10,14,15,7,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
89,89,1,6,30,2,2008,1,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,34,35,31,24,0,0,39,34,0,40,7,15,31,33,33,14,8,6,39,29,5,40,8,17,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
90,90,1,7,31,3,2008,1,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,39,39,31,20,0,0,38,32,0,39,0,18,37,39,32,13,8,0,38,32,3,39,1,21,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
91,91,1,8,31,3,2008,1,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,36,38,29,15,0,0,36,26,0,32,3,14,36,35,37,18,7,0,34,30,2,24,3,21,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
92,92,1,9,30,3,2008,1,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,29,28,30,23,3,4,31,16,0,31,11,11,28,28,27,18,6,2,15,8,1,9,11,11,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
93,93,1,10,31,4,2008,1,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,21,21,19,16,12,28,33,20,7,33,19,0,22,22,22,25,14,12,21,16,10,16,18,4,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
94,94,1,11,30,4,2008,1,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,15,15,17,24,24,18,29,15,13,33,26,0,15,16,15,35,24,17,26,11,17,26,24,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
95,95,1,12,31,4,2008,1,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,5,6,9,7,32,26,38,35,22,40,36,0,0,1,6,0,39,35,32,40,27,40,40,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
96,96,1,1,31,1,2009,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,1,1,0,2,32,25,25,22,26,38,40,0,0,0,1,3,39,29,14,20,33,28,40,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
97,97,1,2,28,1,2009,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,5,7,5,27,29,16,24,27,26,27,33,0,3,3,4,8,30,28,3,36,32,5,33,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
98,98,1,3,31,1,2009,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,10,9,12,21,21,9,17,9,20,21,31,0,10,4,11,2,25,27,8,33,25,9,32,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
99,99,1,4,30,2,2009,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,19,20,25,28,12,7,32,30,5,34,21,5,19,20,20,11,18,23,15,27,14,10,21,5,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
100,100,1,5,31,2,2009,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,24,25,27,9,6,3,34,27,0,36,16,5,24,25,25,5,14,20,16,9,9,19,15,7,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
101,101,1,6,30,2,2009,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,32,30,32,13,2,7,34,20,0,31,9,14,31,29,31,10,9,19,23,6,0,22,9,17,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
102,102,1,7,31,3,2009,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,36,38,28,8,0,0,39,34,0,40,3,15,35,37,31,7,1,14,38,26,0,38,4,19,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
103,103,1,8,31,3,2009,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,37,34,33,24,0,0,32,14,0,32,5,19,35,35,35,13,3,0,30,25,0,28,5,20,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
104,104,1,9,30,3,2009,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,28,28,24,15,2,2,23,7,0,24,12,7,31,29,30,37,7,7,9,4,5,3,8,16,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
105,105,1,10,31,4,2009,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,20,21,16,6,11,25,35,24,2,39,21,0,19,21,17,4,20,30,34,38,10,39,21,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
106,106,1,11,30,4,2009,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,17,20,15,35,13,6,24,9,9,21,23,0,17,20,15,40,20,9,23,0,15,5,23,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
107,107,1,12,31,4,2009,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,7,9,4,20,32,21,33,29,22,37,34,0,1,3,0,1,37,27,13,28,24,23,39,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
108,108,1,1,31,1,2010,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,6,8,6,39,29,14,23,18,22,32,35,0,5,4,4,36,31,19,17,18,26,16,36,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
109,109,1,2,28,1,2010,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,9,8,3,39,28,16,15,9,24,24,30,0,7,10,1,31,24,14,0,1,28,1,30,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
110,110,1,3,31,1,2010,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,14,13,14,40,18,7,15,5,15,11,27,0,16,16,16,40,18,8,1,0,16,0,24,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
111,111,1,4,30,2,2010,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,21,23,22,37,16,18,22,16,4,25,19,4,22,23,22,36,17,19,15,38,12,8,18,4,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
112,112,1,5,31,2,2010,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,27,25,34,33,6,12,20,7,1,23,14,13,26,26,28,15,15,34,37,39,8,35,14,14,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
113,113,1,6,30,2,2010,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,32,34,29,15,1,3,37,28,0,38,9,13,32,32,27,14,8,2,40,33,0,40,7,16,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
114,114,1,7,31,3,2010,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,40,38,38,32,0,0,32,15,0,28,1,21,39,39,35,23,2,0,29,15,0,24,0,25,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
115,115,1,8,31,3,2010,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,38,37,35,25,0,0,31,16,0,29,3,19,36,36,36,18,6,0,35,32,0,32,4,23,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
116,116,1,9,30,3,2010,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,29,30,34,25,0,0,40,39,0,40,11,13,27,29,26,11,9,4,40,40,0,39,12,12,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
117,117,1,10,31,4,2010,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,21,24,18,16,9,17,34,22,7,34,19,1,23,23,22,33,15,13,25,17,12,9,17,3,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
118,118,1,11,30,4,2010,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,15,16,13,23,18,9,33,27,11,33,24,0,14,12,15,15,28,29,26,33,20,32,26,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
119,119,1,12,31,4,2010,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,9,11,8,29,32,20,35,32,20,38,30,0,4,8,0,8,36,24,25,24,24,25,36,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
120,120,1,1,31,1,2011,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,4,4,4,30,29,13,15,5,23,30,34,0,1,1,1,10,39,34,21,39,32,39,39,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
121,121,1,2,28,1,2011,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,4,7,5,17,32,27,25,34,25,32,31,0,2,3,5,3,37,33,9,32,33,13,34,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
122,122,1,3,31,1,2011,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,10,7,8,19,32,27,33,38,24,28,29,0,9,6,10,1,31,28,21,31,28,20,31,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
123,123,1,4,30,2,2011,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,17,17,18,14,20,23,35,35,8,35,22,3,18,20,18,6,23,33,23,36,14,21,21,2,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
124,124,1,5,31,2,2011,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,25,27,24,20,5,3,38,38,3,39,15,8,25,26,24,15,12,6,36,35,7,37,14,9,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
125,125,1,6,30,2,2011,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,33,33,30,19,1,2,33,21,0,31,8,14,32,32,29,15,9,4,37,26,5,37,8,16,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
126,126,1,7,31,3,2011,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,39,40,35,28,0,0,34,15,0,29,1,20,39,40,35,23,4,0,35,25,0,30,1,25,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
127,127,1,8,31,3,2011,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,37,39,29,23,0,0,40,39,0,37,2,16,37,39,33,24,3,0,32,23,0,14,1,21,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
128,128,1,9,30,3,2011,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,30,30,25,32,0,0,36,30,0,30,10,11,30,29,31,35,6,3,22,6,0,4,9,16,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
129,129,1,10,31,4,2011,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,23,22,22,30,7,4,31,18,3,31,16,5,23,23,22,33,12,4,21,17,7,17,17,8,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
130,130,1,11,30,4,2011,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,18,16,15,37,15,8,22,6,6,29,21,0,15,14,13,30,25,21,22,16,16,16,25,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
131,131,1,12,31,4,2011,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,9,9,6,36,29,13,28,24,16,38,29,0,11,12,7,40,26,14,10,10,20,16,29,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
132,132,1,1,31,1,2012,1,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,4,6,2,34,32,22,25,28,24,36,32,0,6,2,7,38,37,25,22,20,24,29,34,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
133,133,1,2,29,1,2012,1,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,6,7,2,36,29,16,14,7,26,20,29,0,9,9,5,38,26,19,0,6,28,1,29,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
