Long,Lat,Stn_Name,Clim_ID,Prov_or_Ter,Tm,DwTm,D,Tx,DwTx,Tn,DwTn,S,DwS,S%N,P,DwP,P%N,S_G,Pd,BS,DwBS,BS%,HDD,CDD
-118.03,52.926,JASPER WARDEN,3053536,AB,-5.9,0,NA,8,0,-22.9,0,,,NA,10.1,0,NA,14,3,72.9,2,NA,740.1,0
-116.783,52.35,JOB CREEK,3053552,AB,-5.9,0,NA,7.2,0,-16.5,0,,,NA,,,NA,,,,,NA,742.2,0
-115.035,51.028,KANANASKIS,3053600,AB,-2.1,0,4,14,0,-16,0,1,0,5,0.6,0,3,3,0,72.5,0,114,623.1,0
-116.417,52.067,KOOTENAY PLAINS R4,3053669,AB,-4.5,0,NA,8,0,-22.2,0,0,26,NA,6.9,26,NA,,2,,,NA,698.5,0
-116.217,51.433,LAKE LOUISE,3053760,AB,-9.9,0,2,0.7,0,-23.3,0,23.4,0,46,23.4,0,45,39,9,,,NA,866.3,0
-114.383,49.883,LIVINGSTONE,3053925,AB,-5.7,0,NA,9.5,0,-23.1,0,0.8,0,NA,4.9,0,NA,,1,,,NA,735.8,0
-118.117,52.7,MARMOT TRIPLE,3054215,AB,-6.6,0,NA,3.5,0,-13.5,0,,,NA,,,NA,,,,,NA,762.8,0
-118.1,52.683,MARMOT BASIN,305421B,AB,-6.8,0,NA,4.3,0,-14.7,0,22.5,0,NA,22.5,0,NA,,7,,,NA,768.2,0
-116.04,52.492,NORDEGG CS,3054843,AB,-3.1,0,NA,12.7,0,-17.1,0,,,NA,6,0,NA,14,2,,,NA,654.8,0
-116.05,52.5,NORDEGG RS,3054845,AB,-5.3,0,4.4,11.5,0,-22.5,0,2.5,0,11,2.5,0,11,20,1,,,NA,723.2,0
-117.133,52.2,PARKER RIDGE,3054998,AB,-8.1,0,NA,4.3,0,-18.5,0,55.8,0,NA,55.8,0,NA,62,18,,,NA,810.2,0
-114.416,50.368,PEKISKO,3055119,AB,-2.9,0,NA,10.9,0,-17.3,0,8.2,0,NA,11.1,0,NA,,4,,,NA,647.2,0
-114.017,49.9,PORCUPINE LO,3055289,AB,-3.2,0,NA,8.1,0,-12.5,0,11.5,0,NA,11.5,0,NA,,1,,,NA,656.1,0
-115.85,52.083,RAM FALLS,3055379,AB,-4,0,NA,11.1,0,-20.8,0,0,0,NA,4.5,0,NA,,1,,,NA,682.6,0
-116.717,51.967,SASK RIVER CROSSING 2,3055754,AB,-7.1,0,NA,5.4,0,-24.5,0,4.6,0,NA,4.6,0,NA,,1,,,NA,777.9,0
-116.05,51.533,SKOKI,3055976,AB,-8.9,1,NA,2.8,1,-17,0,25.7,0,NA,25.7,0,NA,,5,,,NA,806.2,0
-114.617,50.65,SHEEP RIVER 2,3055H8C,AB,,,NA,,,,,9.2,0,NA,9.2,0,NA,,2,,,NA,,
-114.067,50.117,STREETER,3056212,AB,-1.2,0,NA,10.9,0,-12.8,0,9.9,0,NA,9.9,0,NA,,1,,,NA,594,0
-113.809,49.131,WATERTON PARK GATE,3056214,AB,-0.6,0,NA,12.8,0,-19.5,0,,,NA,17.8,0,NA,,7,,,NA,578,0
-115.783,51.067,SUNSHINE CS,3056267,AB,-8.3,0,NA,1.1,0,-15.3,0,29.5,0,NA,29.5,0,NA,,6,,,NA,816.4,0
-117.45,52.45,SUNWAPTA,3056272,AB,-8.7,0,3.1,2.6,0,-23.2,0,,,NA,,,NA,,,,,NA,829.2,0
-117.083,52.183,UPR PARKER RIDGE,3056657,AB,-7.6,0,NA,0.1,0,-14.3,0,,,NA,,,NA,,,,,NA,793.6,0
-113.684,49.32,WATERTON DAM,3056984,AB,-1.9,0,NA,12.7,0,-16.6,0,,,NA,,,NA,,,,,NA,616.8,0
-116.15,51.433,TEMPLE,3056LPA,AB,-6.3,0,NA,5.3,0,-15.5,0,102.4,0,NA,102.4,0,NA,,19,,,NA,754.8,0
-116.483,51.717,BOW SUMMIT (PC),305A002,AB,-8,0,NA,4.9,0,-16.9,0,,,NA,,,NA,,,,,NA,805.9,0
-115.75,51.067,LOOKOUT,305A003,AB,-9.5,0,NA,1.6,0,-16.9,0,,,NA,,,NA,,,,,NA,853.9,0
-115.506,51.668,DOGRIB CREEK,305B09K,AB,-4.5,0,NA,7.8,0,-13.3,0,,,NA,,,NA,,,,,NA,698.4,0
-115.19,50.943,NAKISKA RIDGETOP,305MGFF,AB,-5.9,0,NA,2.9,0,-13.7,0,,,NA,,,NA,,,,,NA,739.6,0
-114.497,49.546,WILLOUGHBY RIDGE,305PE6R,AB,-5.5,0,NA,5.3,0,-14.9,0,20.3,0,NA,20.3,0,NA,,6,,,NA,727.9,0
-115.417,53.967,ANSELMO,3060237,AB,-0.9,0,NA,13.5,0,-17,0,0,0,NA,0.6,0,NA,,0,,,NA,585.8,0
-113.54,54.822,ATHABASCA 2,3060321,AB,-5,0,8.4,8,0,-16,0,3,0,14,3,0,13,,1,,,NA,711.5,0
-114.448,54.095,BARRHEAD CS,3060535,AB,-4.2,0,NA,8.4,0,-20.5,0,,,NA,0.8,0,NA,,0,,,NA,689.6,0
-117.867,53.35,BRULE BLACK CAT,3060903,AB,-2.8,0,7.4,14,0,-20,0,0,0,0,0,0,0,0,0,,,NA,645.6,0
-113.288,54.722,ATHABASCA 1,3060L20,AB,-6.8,0,NA,8,0,-23,0,2.2,0,NA,2.2,0,NA,,1,,,NA,769.4,0
-113.183,55.25,CALLING LAKE RS,3061117,AB,-6.6,0,8.8,4,0,-20.5,0,0,0,0,0,0,0,1,0,,,NA,763.2,0
-114.678,54.132,CAMPSIE,3061200,AB,-5.4,0,7.4,8,0,-22.5,0,1,0,4,2,0,8,,2,,,NA,724,0
-113.217,54.633,COLINTON,3061728,AB,-6.1,24,NA,5,19,-20,17,0,14,NA,0,14,NA,,0,,,NA,168.8,0
-113.914,54.633,CROSS LAKE,3.06E+04,AB,-5.2,0,8.7,7.5,0,-24,0,0,0,0,2,0,8,3,1,,,NA,719.7,0
-116.481,53.595,EDSON A,3062242,AB,-4,0,NA,10.8,0,-19.7,0,4,0,NA,4.5,0,NA,,2,,,NA,683.1,0
-116.453,53.58,EDSON CR10,3062246,AB,-3.6,0,NA,10.4,0,-19.5,0,0,0,NA,4.4,0,NA,7,2,,,NA,670.1,0
-116.3,55.417,ENILDA-BERG,3062427,AB,-5.4,0,NA,7.5,0,-22,0,0,0,NA,0,0,NA,,0,,,NA,725.8,0
-117.7,53.367,ENTRANCE,3062440,AB,-1.5,0,7.7,14,0,-20,0,0.8,0,3,0.8,0,3,0,0,,,NA,603.6,0
-114.983,53.6,ENTWISTLE,3062451,AB,-3.8,0,7.5,7.5,0,-17,0,3,0,11,3,0,11,7,1,,,NA,676.9,0
-114.833,54.35,FORT ASSINIBOINE 2,3062656,AB,-7.2,0,NA,6.5,0,-23,0,1.2,0,NA,1.8,0,NA,4,0,,,NA,782.3,0
-111.217,56.65,FORT MCMURRAY A,3062693,AB,-8.4,0,9,5.7,0,-28.5,0,12.5,0,53,12.5,0,71,,1,,,NA,817.3,0
-111.213,56.651,FORT MCMURRAY CS,3062696,AB,-7.3,0,NA,7.1,0,-26.9,0,37.3,0,NA,37.3,0,NA,29,8,,,NA,784,0
-118.447,53.795,HENDRICKSON CREEK,3063135,AB,-5.8,21,NA,5.9,19,-21.6,17,,,NA,1.4,19,NA,,0,,,NA,237.6,0
-117.817,53.45,JARVIS LAKE,3063518,AB,-2.7,28,NA,13,28,-10,27,0,29,NA,0,29,NA,,0,,,NA,62.2,0
-117.817,53.233,JASPER EAST GATE,3063523,AB,-0.4,0,6.5,14,0,-17,0,0,0,0,0,0,0,0,0,,,NA,571.5,0
-116.633,54.117,KAYBOB 3,3063620,AB,-0.7,0,9,12.5,0,-14.5,0,2,0,6,2,0,6,,1,,,NA,579.3,0
-110.283,58.317,KEANE LO,3063630,AB,-9.6,0,NA,3.9,0,-26.3,0,,,NA,,,NA,,,,,NA,856.1,0
-112.017,54.767,LAC LA BICHE (AUT),3063685,AB,-5.9,0,NA,6.2,0,-17.5,0,,,NA,,,NA,1,,,,NA,740.1,0
-111.559,57.041,MILDRED LAKE,3064528,AB,-8.5,0,NA,4.8,0,-27.1,0,,,NA,20.8,0,NA,32,6,,,NA,820.6,0
-115.017,54.233,MOOSE WALLOW,3064657,AB,-5.1,0,6.9,7,0,-21,0,0,0,0,0,0,0,,0,,,NA,716,0
-114.75,54.033,PADDLE RIVER,3064964,AB,,,NA,,,,,0,0,0,0,0,0,,0,,,NA,,
-115.25,53.883,RONAN,3065541,AB,-3.8,0,8.5,10,0,-21,0,0.2,0,1,0.2,0,1,1,0,,,NA,674.9,0
-115.967,53.85,SHINING BANK,3065885,AB,-3.5,0,8.3,11,0,-19,0,0,0,0,1.6,0,5,0,0,,,NA,667.3,0
-114.784,55.296,SLAVE LAKE CR10,3065998,AB,-5.3,0,NA,7.1,0,-18.2,0,1.1,0,NA,4.7,0,NA,1,2,,,NA,722.3,0
-114.783,55.283,SLAVE LAKE A,3065999,AB,-5.4,0,NA,7.1,0,-18.4,0,2,0,NA,4.5,0,NA,,2,,,NA,726.3,0
-117.8,53.467,SWITZER,3066325,AB,-3.7,22,NA,13,16,-23,15,2,0,NA,2,0,NA,,1,,,NA,195.6,0
-114.8,54.067,TWIN LAKES,3066FME,AB,-5.5,0,NA,8.1,0,-21.6,0,0.8,0,NA,0.8,0,NA,,0,,,NA,727.6,0
-115.784,54.14,WHITECOURT,3067371,AB,-3.1,0,NA,13.3,0,-14.9,0,,,NA,,,NA,,,,,NA,655.4,0
-115.787,54.144,WHITECOURT A,3067372,AB,-3.2,0,8,14,0,-14.9,0,1.2,0,4,1.1,0,4,2,0,,,NA,656.8,0
-111.679,58.627,PRAIRIE RIVER,306A008,AB,-11,0,NA,5,0,-28.3,0,,,NA,0.8,0,NA,,0,,,NA,899.3,0
-117.538,53.404,HINTON VALLEY,306A009,AB,-0.4,0,NA,14,0,-16.5,0,0,0,NA,0,0,NA,0,0,,,NA,570,0
-118.348,53.386,WILLOW CREEK 1,306GE70,AB,-6.5,0,NA,10.7,0,-24.2,0,,,NA,3.6,0,NA,,1,,,NA,759,0
-117.2,55.583,BALLATER,3070493,AB,-4.1,0,10.2,7.8,0,-16.7,0,7.4,0,25,8.2,0,26,4,3,,,NA,685,0
-119.4,55.2,BEAVERLODGE CDA,3070560,AB,-1.6,0,10.1,8.7,0,-13.2,0,6.8,0,21,10.8,0,37,,4,,,NA,607.2,0
-119.4,55.2,BEAVERLODGE CDA,3.07E+13,AB,-1.8,0,NA,9.1,0,-13.2,0,,,NA,12.9,0,NA,,3,,,NA,615.2,0
-119.396,55.197,BEAVERLODGE RCS,3070600,AB,-1.8,0,NA,9.1,0,-13.2,0,8.9,0,NA,12.1,0,NA,4,4,,,NA,615.3,0
-119.817,57.367,BASNETT,3070NLN,AB,-6.8,0,NA,6,0,-27.4,0,,,NA,,,NA,,,,,NA,769.1,0
-119.75,55.1,ELMWORTH CDA EPF,3072322,AB,-2.2,0,9.4,11,0,-14.5,0,9.8,0,44,9.8,0,44,,3,,,NA,627.5,0
-118.733,56.483,EUREKA RIVER,3072475,AB,-9.2,0,7.7,5.5,0,-25,0,7.9,0,30,8.9,0,34,25,6,,,NA,844.1,0
-111.117,58.767,FORT CHIPEWYAN A,3072658,AB,-12.5,0,9.3,2,0,-27.4,0,7.9,0,53,7.9,0,53,,2,,,NA,945.6,0
-116.04,58.382,FORT VERMILION,3072723,AB,-12,0,NA,2.6,0,-25.1,0,,,NA,12.1,0,NA,25,3,,,NA,929.8,0
-118.867,53.917,GRANDE CACHE,307288R,AB,-1.3,0,NA,11.1,0,-17.8,0,12,0,NA,12,0,NA,,5,,,NA,599,0
-118.883,55.183,GRANDE PRAIRIE CR21X,3072915,AB,-3.7,0,NA,6.5,0,-18.1,0,18.3,0,NA,19.3,0,NA,,5,,,NA,673,0
-118.885,55.18,GRANDE PRAIRIE A,3072920,AB,-3.7,0,9.9,6.9,0,-18.1,0,7.4,0,21,9,0,30,8,3,,,NA,673,0
-118.8,55.017,GROVEDALE RS,3072970,AB,-3,0,9.8,11,0,-18,0,4,0,11,9,0,25,4,4,,,NA,652.4,0
-117.165,58.621,HIGH LEVEL A,3073146,AB,-12.7,0,7.7,5,0,-26.3,0,9.4,0,39,8.4,0,43,31,2,41.8,0,79,952.5,0
-117.6,57.017,HOTCHKISS,3073345,AB,,,NA,,,,,10,0,NA,10,0,NA,12,2,,,NA,,
-118.9,54.2,KAKWA,3073584,AB,-6.2,0,NA,9.2,0,-25.2,0,,,NA,,,NA,,,,,NA,751,0
-117.617,57.75,KEG RIVER RS,3073641,AB,-8,0,10.4,8.5,0,-26.5,0,11,0,44,11,0,45,22,3,,,NA,805.8,0
-117.644,56.951,MANNING,3074182,AB,-6.3,0,10.3,9.2,0,-23.4,0,28,0,77,28,0,75,,4,,,NA,754.2,0
-117.447,56.227,PEACE RIVER A,3075040,AB,-5.4,0,9.5,7.3,0,-17.9,0,5.8,0,26,6,0,28,5,1,,,NA,725.9,0
-115.278,56.552,RED EARTH,3075488,AB,-6.3,0,NA,6.2,0,-23.6,0,,,NA,12.4,0,NA,,3,,,NA,751.8,0
-118.633,55.45,SEXSMITH WIEBE,3075858,AB,-3.4,0,NA,9,0,-19,0,5.6,0,NA,6.2,0,NA,13,2,,,NA,663.5,0
-117.75,54.417,SIMONETTE,3075937,AB,-0.9,0,8.5,11,0,-15,0,2,0,6,2,0,6,1,1,,,NA,585.8,0
-118.493,58.591,SOUSA CREEK (AUT),3076056,AB,-12.6,0,NA,3.1,0,-24.5,0,13,0,NA,13,0,NA,,9,,,NA,949,0
-119.23,55.695,SPIRIT RIVER AUTO STATION,3076069,AB,-1.1,0,NA,8,0,-14.3,0,,,NA,6.2,0,NA,,1,,,NA,592.5,0
-117.267,55.067,VALLEYVIEW RS,3076675,AB,-3.2,0,8.3,10,0,-19,0,6.9,0,20,6.9,0,20,16,2,,,NA,657.2,0
-119,56.533,WORSLEY-KOZACK,3077661,AB,-10.3,0,NA,6,0,-23.5,0,8.2,0,NA,9.2,0,NA,17,5,,,NA,877.1,0
-118.95,59.917,BISTCHO LAKE (F5),307A010,AB,-14,0,NA,2.7,0,-29.3,0,,,NA,,,NA,,,,,NA,993.2,0
-119.483,56.333,CLEARDALE,307JF5R,AB,-6.8,0,9.4,6,0,-20,0,4,0,14,4,0,14,7,3,,,NA,768.3,0
-116.82,54.395,FOX CREEK JUNCTION,307K73D,AB,-2.6,0,NA,11,0,-19,0,0,0,NA,0,0,NA,,0,,,NA,637.5,0
-113.866,58.711,GARDEN RIVER,307KPFP,AB,-12.4,0,NA,0.2,0,-26.3,0,,,NA,,,NA,,,,,NA,941.3,0
-119.4,56.2,SNEDDON CREEK RS,307S002,AB,-1.2,0,NA,8,0,-16,0,13,0,NA,13,0,NA,8,4,,,NA,593.7,0
-110.283,54.417,COLD LAKE A,3081680,AB,-6.3,0,8.8,4.5,0,-19.7,0,3.2,0,14,4.2,0,26,7,2,111.4,0,128,753.3,0
-104.733,49.617,AMULET,4010150,SK,-6.8,0,5.8,5,0,-21,0,12.6,0,51,12.6,0,51,,4,,,NA,767.6,0
-102.217,50.817,ATWATER,4010310,SK,-9.8,0,6.1,3.5,0,-26,0,0,0,0,0,0,0,31,0,,,NA,861.4,0
-103.617,50.783,BALCARRES,4010395,SK,,,NA,,,,,3.2,0,16,3.2,0,16,32,1,,,NA,,
-102.283,50.9,BANGOR,4010400,SK,,,NA,,,,,1,0,5,1,0,5,83,1,,,NA,,
-102.983,49.45,BENSON,4010570,SK,-10.1,0,NA,4,0,-25.5,0,2,0,NA,2,0,NA,84,1,,,NA,872.5,0
-102.571,50.368,BROADVIEW,4010879,SK,-9,0,5.2,4,0,-26.6,0,6.5,0,38,6.5,0,45,,4,,,NA,835.8,0
-105.383,50.55,BUFFALO POUND LAKE,4010984,SK,-8.2,0,NA,6,0,-22,0,2,0,NA,2,0,NA,,1,,,NA,813.1,0
-101.75,49.217,CARNDUFF,4011250,SK,,,NA,,,,,6,0,19,6,0,18,26,2,,,NA,,
-104.65,49.383,CEYLON,4011441,SK,,,NA,4,29,-8,29,0,0,NA,0,0,NA,,0,,,NA,,
-101.783,51.517,COTE,4011846,SK,-12.1,0,6,0,0,-30,0,0.4,0,2,0.4,0,2,35,0,,,NA,933,0
-104.267,50.85,CUPAR,4011980,SK,-10.4,0,5.1,4,0,-27,0,4,0,22,4,0,22,30,3,,,NA,880,0
-105.983,51.267,DAVIDSON,4012120,SK,-9.5,0,5.8,3,0,-22,0,9,0,60,9,0,59,57,4,,,NA,852.1,0
-104.867,51.183,DUVAL,4012300,SK,-7.7,0,6.3,5,0,-22.5,0,6.6,0,41,6.6,0,40,23,3,,,NA,795.4,0
-104.85,51.8,ESK,4012381,SK,,,NA,,,,,6.4,0,37,6.4,0,37,17,4,,,NA,,
-102.967,49.217,ESTEVAN A,4012400,SK,-10.1,0,3.6,4.1,0,-25.5,0,4.8,0,22,5.2,0,28,14,0,160.4,0,141,870.5,0
-103.067,51.15,FENWOOD,4012483,SK,-8.9,0,6.7,2,0,-24.5,0,2,0,10,2,0,10,35,1,,,NA,833.2,0
-101.45,49.333,FERTILE,4012485,SK,-10.1,0,4.2,4,0,-28,0,2,0,8,2,0,8,37,2,,,NA,872,0
-102.667,51.5,GOOD SPIRIT LAKE,4012943,SK,,,,3,28,-27.5,27,5.6,0,37,5.6,0,36,,1,,,NA,,
-102.633,50.7,GRAYSON,4012988,SK,,,NA,,,-27,30,0,0,NA,0,0,NA,,0,,,NA,,
-102.867,49.833,HANDSWORTH,4013098,SK,-9.6,0,4.7,6.5,0,-25,0,7,0,39,7,0,39,133,1,,,NA,855.8,0
-105.517,51,HOLDFAST,4013270,SK,-9.3,0,5.6,4.5,0,-23,0,8,0,40,8,0,38,,6,,,NA,844.9,0
-105.117,52.267,HUMBOLDT,4013401,SK,-9.9,0,7,1,0,-21.5,0,7.4,0,49,7.4,0,49,25,4,,,NA,863.5,0
-103.65,50.55,INDIAN HEAD CDA,4013480,SK,-9.6,0,5.3,4.2,0,-27.5,0,,,NA,4.9,0,26,,1,,,NA,855.2,0
-103.753,51.257,KELLIHER,4013660,SK,-9.5,0,6,2.5,0,-24.5,0,5,0,23,5,0,22,37,3,,,NA,851.4,0
-102.733,50.2,KIPLING,4014040,SK,-8.7,0,6.1,2.5,0,-24,0,2,0,10,2,0,11,,1,,,NA,826.4,0
-104.25,49.067,LAKE ALMA,4014138,SK,-7,0,5.9,3,0,-20,0,10.2,0,67,10.2,0,65,36,5,,,NA,773.5,0
-101.717,50.9,LANGENBURG,4014145,SK,-11.4,0,5.2,2.5,0,-28,0,0,0,0,0,0,0,54,0,,,NA,911.9,0
-105.25,51.417,LAST MOUNTAIN CS,4014156,SK,-10.5,0,4.5,3.2,0,-30.8,0,,,NA,1.9,0,11,,0,,,NA,883.5,0
-104.633,52,LEROY,4014322,SK,-10.3,0,6.2,1,0,-26,0,6.8,0,40,6.8,0,39,17,3,,,NA,877.1,0
-103.889,51.152,LIPTON 2,4014481,SK,-9.5,0,5.8,3,0,-24,0,7,0,35,7,0,34,45,5,,,NA,851.1,0
-103.233,49.233,MACOUN,4014870,SK,,,NA,,,,,4.2,0,21,5,0,24,34,2,,,NA,,
-102.1,49.617,MANOR,4014913,SK,-9,13,NA,4,13,-28,10,3,0,NA,3,0,NA,28,2,,,NA,486.5,0
-103.333,51.833,MARGO,4015020,SK,,,NA,,,,,0,0,0,4,0,21,,2,,,NA,,
-101.517,49.833,MARYFIELD,4015045,SK,-8.7,0,6,4,0,-25,0,4,0,17,4,0,17,60,2,,,NA,827.3,0
-103.3,49.383,MIDALE,4015159,SK,-9,0,NA,4,0,-24,0,5.2,0,NA,5.2,0,NA,110,3,,,NA,836.1,0
-103.467,50.25,MONTMARTRE,4015258,SK,-10.1,0,NA,2.5,0,-24,0,3,0,NA,3,0,NA,52,3,,,NA,871.4,0
-105.538,50.332,MOOSE JAW CS,4015322,SK,-6.4,0,NA,5.8,0,-25.6,0,,,NA,8.4,0,NA,,3,,,NA,757.1,0
-105,52.333,MUENSTER,4015440,SK,-9.8,0,6.4,1.5,0,-21,0,3,0,16,3,0,16,26,2,,,NA,862.2,0
-105,51.517,NOKOMIS,4015560,SK,-9.8,0,5.6,2.5,0,-25.5,0,8.8,0,60,8.8,0,60,23,5,,,NA,862.3,0
-102.067,51.867,NORQUAY,4015580,SK,,,NA,,,,,10,0,NA,10,0,NA,,6,,,NA,,
-102.117,49.317,OXBOW,4015800,SK,-9.8,0,NA,4.5,0,-27.5,0,3,0,NA,4,0,NA,65,4,,,NA,861.3,0
-106.067,50.467,PARKBEG,4015867,SK,-6.6,0,6,6,0,-20.5,0,1,0,10,1,0,10,,1,,,NA,763.1,0
-103.265,51.403,PARKERVIEW,4015870,SK,-8,0,6.9,3,0,-26,0,14,0,64,14,0,64,,4,,,NA,807.3,0
-103.917,51.983,PASWEGIN,4015960,SK,-10.6,0,6.4,3,0,-27.5,0,4,0,17,4,0,17,32,3,,,NA,885.9,0
-103.983,50.567,QU'APPELLE 1,4016322,SK,-8.4,0,5.8,5,0,-22,0,2.3,0,15,2.3,0,15,47,1,,,NA,816.9,0
-104.417,51.35,QUINTON,4016335,SK,,,NA,,,,,0,0,0,0,0,0,23,0,,,NA,,
-101.717,49.6,REDVERS,4016521,SK,-9.1,0,5.7,4,0,-24.5,0,0,0,0,0,0,0,32,0,,,NA,838.8,0
-104.667,50.433,REGINA INT'L A,4016560,SK,-10.5,0,4.2,4,0,-29.6,0,9.8,0,51,6.1,0,40,41,3,,,NA,882.9,0
-104.833,50.567,REGINA GILMOUR,4016651,SK,,,NA,,,,,7.5,0,46,7.5,0,45,,5,,,NA,,
-104.667,50.433,REGINA RCS,4016699,SK,-10.4,0,NA,3.9,0,-29.1,0,,,NA,8.7,0,NA,,3,,,NA,878.9,0
-101.55,50.467,ROCANVILLE,4016842,SK,-9.6,0,5.3,4,0,-25.5,0,0,0,0,1,0,4,97,1,,,NA,854.4,0
-102.267,50.967,SALTCOATS,4017095,SK,-10.3,0,6.1,3.5,0,-26.5,0,1.4,0,6,1.4,0,6,93,1,,,NA,877.7,0
-106.3,50.883,TUGASKE,4018160,SK,-7.9,0,5.4,5,0,-22,0,7,0,42,7,0,41,22,4,,,NA,804.4,0
-101.933,50.45,WAPELLA NEWFINLAND,4018508,SK,-9.1,0,6.2,3.5,0,-25.5,0,1.4,0,8,1.4,0,8,,0,,,NA,838.6,0
-105.467,51.667,WATROUS,4018640,SK,-9.3,0,5.8,3.5,0,-24.5,0,6.2,0,40,6.2,0,39,15,2,,,NA,846.3,0
-105.4,51.667,WATROUS EAST,4018642,SK,-10,0,NA,4.2,0,-27.2,0,,,NA,,,NA,,,,,NA,867.5,0
-103.833,49.65,WEYBURN,4018760,SK,-8.4,0,5.1,6,0,-23.5,0,5.6,0,29,5.6,0,28,43,2,,,NA,819.8,0
-102.267,50.35,WHITEWOOD,4018880,SK,-9.3,0,5.7,3.5,0,-24,0,5.4,0,22,5.4,0,21,65,2,,,NA,845.4,0
-102.5,49.417,WILLMAR,4018960,SK,,,NA,,,,,1,0,5,1,0,5,30,1,,,NA,,
-104.2,51.767,WYNYARD,4019035,SK,-9,0,6.9,4,0,-25.5,0,6,0,33,3.6,0,23,25,1,128.4,0,131,837.2,0
-104.183,49.817,YELLOW GRASS,4019040,SK,-8.6,0,5.6,5.5,0,-25,0,10,0,47,10,0,46,35,6,,,NA,823.2,0
-102.467,51.267,YORKTON A,4019080,SK,-10.2,0,6.5,3,0,-25.5,0,6.2,0,31,2.2,0,14,23,1,116.5,0,112,875,0
-102.233,51.2,TONKIN,4019082,SK,-10.6,0,NA,3,0,-25,0,4,0,NA,4,0,NA,56,2,,,NA,885.1,0
-104.2,51.767,WYNYARD (AUT),40190LN,SK,-8.7,0,NA,3.4,0,-28.8,0,,,NA,2.2,0,NA,,1,,,NA,826.3,0
-103.8,49.7,WEYBURN,401HP5R,SK,-9.7,0,NA,5.3,0,-25.9,0,,,NA,,,NA,,,,,NA,858.4,0
-102.683,50.383,BROADVIEW,401I010,SK,-9.3,0,NA,3.8,0,-26.9,0,7.4,0,NA,7.4,0,NA,,2,,,NA,844.9,0
-104.667,50.433,REGINA COTE,401R001,SK,,,NA,,,,,9.6,0,NA,9.6,0,NA,41,4,,,NA,,
-108.783,50.7,ABBEY,4020020,SK,-5.3,0,5.9,6,0,-18,0,4,0,38,4,0,38,4,2,,,NA,723.5,0
-107.3,49.717,ANEROID,4020160,SK,-4.9,0,5.4,8,0,-22,0,3.6,0,20,3.6,0,19,0,2,,,NA,710.1,0
-105.946,49.729,ASSINIBOIA AIRPORT,4020286,SK,-6.6,0,NA,5.2,0,-25.4,0,,,NA,10,0,NA,,2,,,NA,763.5,0
-107.3,50.817,BEECHY,4020560,SK,-6.7,0,5.4,6.5,0,-22,0,2.9,0,21,2.9,0,20,12,2,,,NA,765.6,0
-106.367,50.133,CODERRE,4021600,SK,-7.4,0,5.4,7,0,-23,0,11,0,66,11,0,64,28,5,,,NA,788.5,0
-109.467,49.667,CYPRESS HILLS,4021996,SK,-4.3,0,4.7,12.5,0,-21.5,0,10.4,0,31,10.4,0,31,3,3,,,NA,690.3,0
-106.183,50.283,EASTLEIGH,4022328,SK,-7.1,0,5.5,5,0,-20,0,3,0,21,3,0,21,,2,,,NA,778.4,0
-106.583,51.133,ELBOW CS,4022359,SK,-8.7,0,NA,5.7,0,-28.7,0,,,NA,,,NA,,,,,NA,827.6,0
-106.55,51.167,ELBOW 2 NE,4022363,SK,-8.2,0,6.4,5.5,0,-21.5,0,3.2,0,23,3.2,0,21,17,2,,,NA,812.9,0
-108.033,51.133,ELROSE,4022368,SK,-6.4,0,5.8,8,0,-19.5,0,4.2,0,24,4.2,0,23,12,2,,,NA,757,0
-109.8,50.183,GOLDEN PRAIRIE,4022936,SK,-5.1,0,5.2,11,0,-23,0,4,0,22,4,0,20,1,2,,,NA,716,0
-107.267,50.467,HERBERT 2,4023212,SK,-6.8,0,5.3,6,0,-20.5,0,6,0,40,6,0,39,14,3,,,NA,769.5,0
-107.935,50.979,HIGH POINT,4023240,SK,,,NA,,,,,4,0,27,4,0,26,,1,,,NA,,
-107.15,50.95,LUCKY LAKE,4024714,SK,-6.8,0,NA,5.8,0,-26.5,0,,,NA,,,NA,,,,,NA,767.6,0
-109.466,49.903,MAPLE CREEK,4024919,SK,-3.5,0,NA,11.6,0,-19.4,0,,,NA,,,NA,,,,,NA,665.6,0
-109.467,50,MAPLE CREEK NORTH,4024936,SK,-2.5,0,5.9,11.5,0,-15.5,0,7,0,42,7,0,39,2,2,,,NA,636.4,0
-107.263,51.154,ROCK POINT,4026847,SK,-6.1,0,6.5,4.5,0,-22,0,6.4,0,41,6.4,0,39,12,3,,,NA,746.8,0
-108.417,49.65,SHAUNAVON 2,4027485,SK,-3.6,0,6,8.5,0,-14.5,0,3,0,16,3,0,15,0,3,,,NA,671,0
-108.417,49.9,SHAUNAVON 3,4027486,SK,,,NA,,,,,3,0,19,3,0,18,3,2,,,NA,,
-107.8,50.6,STEWART VALLEY,4027775,SK,-5.9,0,5.4,6.5,0,-18,0,5,0,29,5,0,27,,3,,,NA,741.5,0
-107.683,50.3,SWIFT CURRENT A,4028040,SK,-5.2,0,4.8,6.9,0,-24.6,0,,,NA,9,0,54,,5,,,NA,720.4,0
-107.733,50.267,SWIFT CURRENT CDA,4028060,SK,-5.4,0,5.2,7.1,0,-24.2,0,,,NA,4.7,0,35,,2,,,NA,726.6,0
-108.8,50.05,TOMPKINS,4028101,SK,-2.5,0,6.1,12.5,0,-17.5,0,3.6,0,19,3.6,0,18,0,2,,,NA,634.1,0
